Charge,Date,BIN,Uoc,Isc,Rser,Rsh,FF,EFF,IRev1,IRev2
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:19,2.00000000e+01,6.41569197e-01,8.90538311e+00,1.88483659e-03,3.08434265e+02,8.02204742e+01,1.86556988e+01,1.47386476e-01,5.49888074e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:21,2.00000000e+01,6.41958356e-01,8.90820122e+00,2.05070269e-03,1.84576935e+02,8.00715179e+01,1.86382484e+01,2.38628060e-01,5.77200711e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:23,9.00000000e+00,6.43151820e-01,8.96364975e+00,1.80253724e-03,3.08158539e+02,8.03150940e+01,1.88462849e+01,8.66840556e-02,1.58583120e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:25,9.00000000e+00,6.42356694e-01,8.97150612e+00,1.89067738e-03,1.03157845e+02,8.02904663e+01,1.88337059e+01,1.85055375e-01,2.52721220e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:49,2.00000000e+01,6.41615152e-01,8.89512444e+00,1.77473307e-03,1.99165665e+02,8.01605835e+01,1.86216297e+01,1.33832157e-01,4.83244628e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:51,1.90000000e+01,6.43104434e-01,8.95883560e+00,1.79325591e-03,1.33708908e+02,8.01140213e+01,1.87876205e+01,1.71556294e-01,2.60845393e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:53,9.00000000e+00,6.43079817e-01,8.96200562e+00,1.73636666e-03,1.60790009e+02,8.02521133e+01,1.88259430e+01,1.45917431e-01,2.08547205e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:55,9.00000000e+00,6.43140197e-01,8.95815563e+00,1.81474560e-03,2.78790039e+02,8.01823349e+01,1.88032608e+01,8.17067102e-02,1.51468322e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:57,1.90000000e+01,6.42850816e-01,8.96153927e+00,2.04145187e-03,4.67923370e+02,8.01016312e+01,1.87829742e+01,6.12919331e-02,1.21579036e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:59,8.00000000e+00,6.45910144e-01,8.98607159e+00,2.20208219e-03,1.52155365e+02,8.01344223e+01,1.89317741e+01,1.44711450e-01,1.92970544e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:01,8.00000000e+00,6.45299256e-01,8.98679256e+00,1.71712379e-03,8.35459747e+01,8.04260559e+01,1.89842224e+01,2.33174980e-01,3.10727775e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:03,9.00000000e+00,6.43401265e-01,8.94449902e+00,1.62793591e-03,2.62685822e+02,8.03106766e+01,1.88122787e+01,1.34413123e-01,2.30057865e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:05,9.00000000e+00,6.44158185e-01,8.98112297e+00,1.69189158e-03,2.37916077e+02,8.02605591e+01,1.88997269e+01,1.04948394e-01,1.93032697e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:07,1.90000000e+01,6.41776204e-01,8.93017483e+00,1.82560063e-03,1.61908356e+02,8.02498779e+01,1.87205315e+01,2.06245139e-01,4.21167552e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:00,2.00000000e+01,6.44095778e-01,8.90280056e+00,2.18756101e-03,5.25497131e+01,8.00170059e+01,1.86762447e+01,5.00297606e-01,7.12279439e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:02,1.00000000e+00,6.43079340e-01,8.84993744e+00,2.04143743e-03,6.40002060e+01,7.97710037e+01,1.84790649e+01,5.16836464e-01,9.10958230e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:04,2.10000000e+01,6.43840432e-01,8.87017822e+00,1.94541307e-03,5.31990280e+01,8.00020981e+01,1.85969677e+01,6.08257174e-01,8.20143700e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:07,2.00000000e+01,6.43090546e-01,8.86098480e+00,1.98820932e-03,1.23419586e+02,8.02079544e+01,1.86038036e+01,3.21370125e-01,5.09516895e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:09,2.00000000e+01,6.44790351e-01,8.90051270e+00,2.30045430e-03,8.63449860e+01,8.00195389e+01,1.86921730e+01,3.70386809e-01,6.00643456e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:11,1.00000000e+00,6.39390349e-01,8.84059143e+00,1.63148728e-03,7.12606964e+01,8.00637970e+01,1.84210224e+01,5.73833942e-01,8.34246337e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:13,2.10000000e+01,6.42913699e-01,8.87395191e+00,1.99961243e-03,5.11038513e+01,7.98187180e+01,1.85355167e+01,6.33257329e-01,9.84082699e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:15,2.00000000e+01,6.43270433e-01,8.87711811e+00,2.11668829e-03,8.36189270e+01,8.00909882e+01,1.86157036e+01,3.62032533e-01,6.55503690e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:17,2.10000000e+01,6.40458524e-01,8.86308765e+00,1.66596391e-03,4.69775429e+01,8.01026459e+01,1.85077267e+01,4.63711768e-01,7.55525112e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:28:19,2.10000000e+01,6.40856206e-01,8.86268806e+00,1.78154651e-03,7.27307205e+01,8.03052139e+01,1.85652142e+01,4.16867733e-01,6.57080114e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:29:45,2.00000000e+01,6.41722202e-01,8.90243912e+00,1.37561990e-03,4.03353638e+02,8.03869171e+01,1.86926823e+01,1.41830191e-01,5.74218988e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:29:48,9.00000000e+00,6.42177284e-01,8.96963024e+00,1.92869920e-03,2.40498917e+02,8.02585907e+01,1.88170357e+01,9.67593119e-02,1.70985043e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:29:50,9.00000000e+00,6.43082678e-01,8.96851444e+00,2.01019226e-03,2.00158112e+02,8.02320328e+01,1.88349857e+01,1.08844012e-01,1.89058453e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:29:52,9.00000000e+00,6.43617392e-01,8.96820164e+00,1.55765330e-03,1.57787689e+02,8.02248764e+01,1.88483086e+01,1.17557026e-01,1.91695079e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:29:54,9.00000000e+00,6.42577350e-01,8.96459866e+00,1.75449799e-03,2.96431061e+02,8.02896423e+01,1.88254776e+01,1.06271677e-01,1.75212070e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:29:56,9.00000000e+00,6.43335700e-01,8.97280121e+00,1.45522819e-03,3.38819183e+02,8.02472687e+01,1.88549843e+01,1.04723692e-01,1.75138205e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:29:58,1.90000000e+01,6.42979026e-01,8.95770359e+00,1.95204699e-03,2.70297363e+02,8.01704330e+01,1.87948093e+01,1.21053472e-01,2.12372705e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:00,9.00000000e+00,6.44151509e-01,8.96831131e+00,1.57634821e-03,1.32314209e+02,8.03874435e+01,1.89024048e+01,1.30565360e-01,1.67944670e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:02,9.00000000e+00,6.43266618e-01,8.96314716e+00,1.55404874e-03,2.46879074e+02,8.04350739e+01,1.88767509e+01,1.53169915e-01,2.39170671e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:04,9.00000000e+00,6.41403735e-01,8.96912384e+00,1.99267059e-03,3.35176086e+02,8.05575027e+01,1.88633022e+01,7.75060058e-02,1.72381282e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:28,8.00000000e+00,6.45160079e-01,8.99413109e+00,1.70787796e-03,7.72073059e+02,8.03338776e+01,1.89738560e+01,6.21085055e-02,1.06733203e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:30,9.00000000e+00,6.43396914e-01,8.97049522e+00,1.76991615e-03,1.67689941e+02,8.02751160e+01,1.88584747e+01,1.21384427e-01,2.30057314e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:32,9.00000000e+00,6.42884910e-01,8.97577763e+00,2.10000132e-03,1.39646683e+02,8.01946869e+01,1.88356724e+01,1.91419795e-01,3.26311290e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:34,9.00000000e+00,6.44110739e-01,8.98880196e+00,1.72856043e-03,1.71742599e+02,8.02312393e+01,1.89075832e+01,1.44589797e-01,2.39889517e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:36,8.00000000e+00,6.45150304e-01,9.00740433e+00,1.68184168e-03,1.94328339e+02,8.03912659e+01,1.90151443e+01,8.60681981e-02,1.29957139e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:38,9.00000000e+00,6.42667353e-01,8.96936607e+00,1.90678379e-03,3.05471313e+02,8.02821350e+01,1.88363647e+01,8.89109895e-02,1.88144654e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:40,2.00000000e+01,6.42212451e-01,8.91875839e+00,1.74396718e-03,2.50212631e+02,8.01991272e+01,1.86974735e+01,1.32772058e-01,4.19809163e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:42,9.00000000e+00,6.43120646e-01,8.97428226e+00,2.11308827e-03,1.52785934e+02,8.00439148e+01,1.88040199e+01,1.35720626e-01,1.97469354e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:44,9.00000000e+00,6.43215954e-01,8.96193886e+00,1.74633949e-03,2.84879028e+02,8.03247147e+01,1.88468227e+01,9.44063291e-02,2.40372434e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:30:47,2.00000000e+01,6.41558349e-01,8.90402126e+00,1.62790122e-03,2.37866943e+02,8.02512970e+01,1.86596985e+01,2.11143240e-01,6.72814369e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:10,8.00000000e+00,6.43678129e-01,8.97541046e+00,1.62363017e-03,1.62123337e+02,8.05588074e+01,1.89437656e+01,1.03161819e-01,1.46136537e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:12,9.00000000e+00,6.43425465e-01,8.96010017e+00,1.84099271e-03,3.80324738e+02,8.02893829e+01,1.88408051e+01,1.00841939e-01,1.72614217e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:14,1.90000000e+01,6.42910242e-01,8.96782589e+00,1.98793365e-03,1.98211517e+02,8.00049973e+01,1.87752094e+01,1.31401405e-01,1.79966480e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:16,9.00000000e+00,6.43169284e-01,8.96007347e+00,1.96215301e-03,1.43912186e+02,8.01602936e+01,1.88029671e+01,1.50114879e-01,2.44649753e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:18,2.00000000e+01,6.40207767e-01,8.89750862e+00,1.69356959e-03,1.40032883e+02,8.02398224e+01,1.86041374e+01,1.67268828e-01,4.80712622e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:20,9.00000000e+00,6.42814696e-01,8.97039795e+00,2.02601124e-03,3.74395203e+02,8.01097183e+01,1.88023834e+01,6.83072656e-02,1.14116073e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:22,1.90000000e+01,6.44452035e-01,8.94633579e+00,2.03270791e-03,6.08681488e+01,7.99130402e+01,1.87535572e+01,3.88305187e-01,5.33858240e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:24,2.00000000e+00,6.43643081e-01,8.80783653e+00,1.97561621e-03,4.73763657e+01,7.97005157e+01,1.83910141e+01,1.16259003e+00,1.57400024e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:26,1.40000000e+01,6.32760584e-01,8.76026821e+00,2.14461493e-03,2.23988857e+01,7.87231750e+01,1.77619076e+01,1.67306340e+00,2.02082586e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:29,1.00000000e+00,6.40831649e-01,8.89862537e+00,2.31512752e-03,1.71572403e+02,7.95333557e+01,1.84606228e+01,2.05772996e-01,3.44411165e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:53,1.90000000e+01,6.45770371e-01,8.90336037e+00,1.81605923e-03,2.75515076e+02,8.02803726e+01,1.87876148e+01,1.63741112e-01,3.00920725e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:56,9.00000000e+00,6.44856632e-01,9.01993370e+00,1.95247529e-03,2.40162247e+02,7.96207581e+01,1.88505077e+01,1.05186410e-01,1.23460054e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:58,1.90000000e+01,6.44042075e-01,8.89989376e+00,1.94279419e-03,3.00621033e+02,8.05150909e+01,1.87847977e+01,9.42279547e-02,2.19686761e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:00,1.90000000e+01,6.44416213e-01,8.91222382e+00,2.15852633e-03,2.18670502e+02,8.01913300e+01,1.87460670e+01,1.48549736e-01,2.87625045e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:02,9.00000000e+00,6.47170007e-01,8.92731667e+00,1.93105533e-03,2.31243713e+02,8.03783112e+01,1.89020271e+01,1.13473818e-01,1.91742495e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:04,9.00000000e+00,6.45446539e-01,8.91307163e+00,2.02320982e-03,5.14235901e+02,8.04253082e+01,1.88326130e+01,5.85264601e-02,1.80604026e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:06,1.90000000e+01,6.45154715e-01,8.93655586e+00,1.96430925e-03,2.50445755e+02,8.00137405e+01,1.87771130e+01,9.09653455e-02,1.42573297e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:08,2.10000000e+01,6.41742468e-01,8.92064381e+00,2.61549791e-03,2.35581665e+02,7.97327347e+01,1.85790634e+01,1.58099324e-01,3.04401368e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:10,2.00000000e+01,6.44646823e-01,8.93422413e+00,2.53165117e-03,3.93246063e+02,7.97220993e+01,1.86890659e+01,9.92272645e-02,1.44391596e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:12,1.90000000e+01,6.44325018e-01,8.94314289e+00,2.18736031e-03,1.36518417e+02,8.00184860e+01,1.87679005e+01,1.89781934e-01,2.61549145e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:35,2.00000000e+01,6.43191516e-01,8.92485523e+00,2.26703309e-03,1.15265411e+02,7.97893372e+01,1.86430321e+01,2.11288005e-01,3.59049231e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:38,2.00000000e+01,6.41827881e-01,8.89443874e+00,2.22796691e-03,1.43140778e+02,8.00739975e+01,1.86062489e+01,2.64321625e-01,4.66241390e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:40,1.90000000e+01,6.44072771e-01,8.94236469e+00,2.33517936e-03,1.94719452e+02,8.00069351e+01,1.87562141e+01,1.77665353e-01,2.50519007e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:42,9.00000000e+00,6.46064818e-01,8.94270420e+00,1.87848927e-03,1.00386177e+02,7.99541245e+01,1.88025169e+01,3.12239498e-01,4.48093504e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:44,1.00000000e+00,6.41715229e-01,8.84968853e+00,2.26399675e-03,3.75120850e+01,7.98413620e+01,1.84556141e+01,4.69058454e-01,1.12685823e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:46,2.00000000e+01,6.40262783e-01,8.92505169e+00,1.87042810e-03,1.83143692e+02,7.99986343e+01,1.86072292e+01,1.30778819e-01,2.24857375e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:48,2.10000000e+01,6.41240299e-01,8.86684895e+00,1.67374557e-03,2.22414444e+02,8.03618774e+01,1.85981789e+01,1.62213460e-01,4.21055704e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:50,1.90000000e+01,6.43450260e-01,8.90688419e+00,2.03389046e-03,3.22787476e+02,8.01854858e+01,1.87053890e+01,8.60705301e-02,1.64407179e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:52,1.90000000e+01,6.45387828e-01,8.91089535e+00,2.14556465e-03,2.26093811e+02,8.02002106e+01,1.87736092e+01,1.38263628e-01,2.10807949e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:54,1.90000000e+01,6.45293117e-01,8.90152359e+00,1.88122445e-03,1.66014648e+02,8.03223648e+01,1.87796745e+01,1.75379038e-01,2.60595948e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:19,2.00000000e+01,6.43592417e-01,8.90180206e+00,1.93777238e-03,3.38234802e+02,7.98715820e+01,1.86256466e+01,1.13068633e-01,1.43942446e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:21,2.00000000e+00,6.38377249e-01,8.82097340e+00,1.92955800e-03,2.96149292e+02,8.01088562e+01,1.83613510e+01,1.81711838e-01,9.31271374e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:23,2.00000000e+01,6.43687487e-01,8.91327286e+00,1.90178119e-03,2.81973602e+02,8.00410767e+01,1.86919823e+01,8.05487335e-02,1.07509941e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:25,9.00000000e+00,6.45635664e-01,8.92343140e+00,2.08063470e-03,1.77805450e+02,8.03339005e+01,1.88385925e+01,1.50721803e-01,2.17387140e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:27,1.00000000e+00,6.41012192e-01,8.82972813e+00,1.73299026e-03,3.41945831e+02,8.02425308e+01,1.84862328e+01,1.05350986e-01,9.33280110e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:30,1.90000000e+01,6.42101049e-01,8.93180084e+00,2.26106262e-03,2.67915497e+02,8.01154251e+01,1.87020283e+01,7.98939988e-02,1.09646663e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:32,2.10000000e+01,6.41410410e-01,8.88005924e+00,1.74323085e-03,1.56198410e+02,8.00290451e+01,1.85536633e+01,1.36528865e-01,1.64438933e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:34,2.00000000e+00,6.39034092e-01,8.82823181e+00,1.78293884e-03,2.81290497e+02,8.00546722e+01,1.83829250e+01,1.99001953e-01,8.53396654e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:36,1.00000000e+00,6.40305042e-01,8.82195187e+00,1.85355649e-03,2.64987366e+02,8.02561035e+01,1.84526978e+01,1.44645914e-01,1.00029349e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:33:38,2.00000000e+01,6.42233491e-01,8.89054394e+00,1.75535365e-03,2.83110718e+02,8.01838150e+01,1.86353779e+01,1.99439839e-01,4.27233517e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:01,1.40000000e+01,6.38206899e-01,8.83372402e+00,1.90158666e-03,1.52765512e+01,7.94062271e+01,1.82217503e+01,1.28273892e+00,1.65423155e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:03,2.00000000e+00,6.38113201e-01,8.86677456e+00,2.42109387e-03,3.04695110e+01,7.92473679e+01,1.82506542e+01,7.41659939e-01,8.62050831e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:05,2.40000000e+01,6.41975343e-01,8.88727665e+00,2.05620308e-03,5.83659697e+00,7.90417480e+01,1.83558197e+01,3.02403784e+00,3.48684430e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:07,2.10000000e+01,6.42183840e-01,8.89488029e+00,1.88223505e-03,2.32358494e+01,7.96147003e+01,1.85107040e+01,1.00796151e+00,1.18830168e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:09,1.00000000e+00,6.39070213e-01,8.92729759e+00,2.38974369e-03,5.37182045e+01,7.93454056e+01,1.84255543e+01,4.25806373e-01,4.92215782e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:11,3.00000000e+00,6.39049292e-01,8.82439995e+00,2.13987916e-03,2.20828514e+01,7.91691055e+01,1.81721134e+01,1.00936460e+00,1.17590153e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:13,2.00000000e+00,6.39901996e-01,8.81406498e+00,1.91151886e-03,5.00475006e+01,7.95887375e+01,1.82713890e+01,5.20023823e-01,6.10572815e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:15,2.00000000e+01,6.42737329e-01,8.90104866e+00,2.02195719e-03,8.84817810e+01,8.01937180e+01,1.86743374e+01,3.34204465e-01,4.14660156e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:18,3.00000000e+00,6.36868775e-01,8.79218674e+00,1.94828596e-03,6.84921188e+01,7.96099014e+01,1.81444626e+01,3.51203144e-01,5.36462188e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:34:20,3.00000000e+00,6.36980176e-01,8.78843689e+00,1.52460975e-03,9.66873245e+01,7.96442184e+01,1.81477203e+01,3.36587757e-01,5.43425620e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:31,1.90000000e+01,6.44781530e-01,8.94254112e+00,2.02880357e-03,1.42731857e+02,8.00594711e+01,1.87895546e+01,4.33382511e-01,7.02773631e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:33,9.00000000e+00,6.48548126e-01,8.93730736e+00,2.33171391e-03,1.36139145e+02,8.00237350e+01,1.88798218e+01,3.05543482e-01,4.63048160e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:35,2.00000000e+01,6.44474745e-01,8.92486000e+00,2.04388495e-03,1.09939186e+02,7.98059769e+01,1.86841335e+01,3.24273616e-01,3.88011992e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:37,2.10000000e+01,6.41884863e-01,8.90654469e+00,2.16883281e-03,7.48450775e+01,7.97331314e+01,1.85539093e+01,5.02357841e-01,8.20563674e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:39,2.10000000e+01,6.41992986e-01,8.93908024e+00,2.24105362e-03,5.61761932e+01,7.96075439e+01,1.85954876e+01,6.17023110e-01,7.40538895e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:41,2.10000000e+01,6.45271957e-01,8.91330242e+00,2.86733732e-03,8.37785187e+01,7.94512711e+01,1.85999813e+01,4.94559497e-01,6.02490246e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:43,1.90000000e+01,6.45398915e-01,8.96551609e+00,2.52620759e-03,6.45462952e+01,7.98209534e+01,1.87996864e+01,5.35311103e-01,6.49525404e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:45,1.90000000e+01,6.44452393e-01,8.95106411e+00,2.22288189e-03,5.22502136e+01,7.96644058e+01,1.87050991e+01,4.71644610e-01,6.31838202e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:49,2.00000000e+01,6.44882798e-01,8.90192509e+00,2.20587826e-03,1.12231834e+02,7.97670441e+01,1.86388187e+01,2.41243318e-01,3.99895579e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:31:51,9.00000000e+00,6.45745099e-01,8.91028500e+00,1.86697498e-03,1.94244034e+02,8.03821106e+01,1.88253155e+01,1.34043857e-01,2.66363978e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:14,2.00000000e+01,6.42722309e-01,8.90919495e+00,2.00659409e-03,1.22690147e+02,7.99362030e+01,1.86309738e+01,2.55576491e-01,4.46201622e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:16,2.00000000e+01,6.42867744e-01,8.91709232e+00,2.41018366e-03,9.60089264e+01,7.98267365e+01,1.86261673e+01,2.43630767e-01,4.04726386e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:19,1.90000000e+01,6.44755781e-01,8.95486355e+00,1.97892776e-03,1.52555984e+02,7.97619095e+01,1.87447643e+01,1.53384492e-01,1.89127892e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:21,1.90000000e+01,6.44939184e-01,8.92287254e+00,2.17920169e-03,9.80247421e+01,7.99448318e+01,1.87259579e+01,2.10406706e-01,2.85223842e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:23,1.00000000e+00,6.40617132e-01,8.87183952e+00,2.15925626e-03,5.93896065e+01,7.98008118e+01,1.84607677e+01,4.50343698e-01,6.97674274e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:25,1.90000000e+01,6.44721210e-01,8.92894554e+00,2.41262256e-03,8.40370102e+01,7.98194733e+01,1.87029972e+01,3.14001262e-01,3.97963107e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:27,2.10000000e+01,6.41417921e-01,8.96412754e+00,2.13633780e-03,1.02676132e+02,7.94676895e+01,1.85981579e+01,1.63234770e-01,1.93152547e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:29,2.10000000e+01,6.41450822e-01,8.88628578e+00,1.85684266e-03,1.53883057e+02,7.98176346e+01,1.85187931e+01,2.12859035e-01,4.44509536e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:31,2.10000000e+01,6.41429365e-01,8.89113140e+00,2.23574205e-03,1.57814224e+02,7.98684464e+01,1.85400677e+01,2.36172497e-01,4.46347564e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:33,2.00000000e+01,6.42664015e-01,8.93905067e+00,2.57506641e-03,1.69289307e+02,7.96986771e+01,1.86361713e+01,1.99731603e-01,3.49625796e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:57,2.00000000e+01,6.42778099e-01,8.87999249e+00,1.93026487e-03,2.25054199e+02,8.02032776e+01,1.86335659e+01,1.45243213e-01,3.03123415e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-04:32:59,2.00000000e+01,6.42421722e-01,8.87942982e+00,1.82132039e-03,4.63632599e+02,8.01231613e+01,1.86034546e+01,9.19423401e-02,4.21435505e-01
